form_number,PRN,CCATrank,DOB,10th_percentage,grad_percentage,pg_percentage,pre_ccat,DBMSTheory,DBMSLab,DBMSTotal,DBMSStatus,JavaTheory,JavaLab,JavaTotal,JavaStatus,PythonRTheory,PythonRLab,PythonRTotal,PythonRStatus,StatsTheory,StatsLab,StatsTotal,StatsStatus,DataVizTheory,DataVizLab,DataVizTotal,DataVizStatus,BigDataTheory,BigDataLab,BigDataTotal,BigDataStatus,LinuxCloudTheory,LinuxCloudLab,LinuxCloudTotal,LinuxCloudStatus,MLTheory,MLLab,MLTotal,MLStatus,Total,Percentage,Grade,Result,AptiGrade,ProjectGrade,Company_Name,Package,Higher_Edu_Percent,Is_Placed,branch_cleaned
230104502,2.30345E+11,1462,1997-09-04,87.45,66.98,,yes,26,37,63,P,21,44,65,P,19,46,65,P,21,49,70,P,29,35,64,P,23,37,60,P,22,46,68,P,22,39,61,P,516,64.5,B,Pass,B,C,,,73.38,No,Mechanical
221201395,2.30345E+11,2594,1998-03-18,82.8,75.7,,yes,25,37,62,P,24,36,60,P,20,33,53,P,23,41,64,P,26,40,66,P,22,48,70,P,18,32,50,P,22,42,64,P,489,61.125,B,Pass,C,A,Learning Mate,,60.15,Yes,Mechanical
221207871,2.30345E+11,2141,1999-08-31,86.0,67.4,,yes,24,36,60,P,24,41,65,P,19,43,62,P,18,33,51,P,25,35,60,P,24,36,60,P,24,43,67,P,25,43,68,P,493,61.625,B,Pass,C,B,,,66.62,No,Chemical
230101111,2.30345E+11,2091,2000-12-12,94.6,85.0,,no,25,37,62,P,20,42,62,P,19,44,63,P,23,41,64,P,30,46,76,P,28,44,72,P,24,31,55,P,26,39,65,P,519,64.875,B,Pass,A,B,Learning Mate,,83.0,Yes,Mechanical
221205120,2.30345E+11,2718,1999-05-03,85.0,72.2,,yes,29,34,63,P,22,39,61,P,19,45,64,P,23,44,67,P,31,44,75,P,21,54,75,P,20,35,55,P,20,44,64,P,524,65.5,B,Pass,B,A,,,73.54,No,Other
230102491,2.30345E+11,1282,2001-02-09,89.8,78.35,,no,25,39,64,P,31,46,77,P,28,49,77,P,25,52,77,P,31,42,73,P,26,47,73,P,19,32,51,P,28,38,66,P,558,69.75,B,Pass,B,B,NeoSoft,,80.31,Yes,Computer
230102871,2.30345E+11,1117,1998-12-22,95.0,80.22,82.6,no,28,32,60,P,25,42,67,P,21,39,60,P,21,44,65,P,30,41,71,P,22,36,58,P,18,31,49,P,22,36,58,P,488,61.0,B,Pass,A,B,self placed -Advarisk,,89.8,Yes,Other
221204315,2.30345E+11,2480,1999-08-30,91.0,75.0,,no,20,48,68,P,22,37,59,P,20,41,61,P,22,41,63,P,30,45,75,P,26,47,73,P,21,34,55,P,22,35,57,P,511,63.875,B,Pass,A+,B,Learning Mate,,83.8,Yes,Electronics and Telecommunication
221202427,2.30345E+11,1836,1999-02-06,85.2,58.4,,no,23,39,62,P,23,39,62,P,25,46,71,P,21,38,59,P,23,37,60,P,19,33,52,P,20,30,50,P,21,30,51,P,467,58.375,C,Pass,A,B,,,63.23,No,Mechanical
221207641,2.30345E+11,2403,2000-01-13,93.0,63.5,,yes,31,37,68,P,24,32,56,P,21,35,56,P,19,39,58,P,28,44,72,P,22,42,64,P,23,32,55,P,27,36,63,P,492,61.5,B,Pass,B,B,,,79.69,No,Mechanical
230108154,2.30345E+11,1797,2001-06-14,75.4,74.2,,no,25,38,63,P,26,43,69,P,25,35,60,P,17,36,53,P,25,38,63,P,19,43,62,P,18,30,48,P,22,44,66,P,484,60.5,B,Pass,C,B,,,58.15,No,Computer
230106203,2.30345E+11,2118,1999-03-27,79.6,73.9,,no,28,45,73,P,33,49,82,P,29,51,80,P,26,50,76,P,28,48,76,P,28,49,77,P,28,35,63,P,26,41,67,P,594,74.25,A,Pass,B,A+,NeoSoft,,71.0,Yes,Electronics and Telecommunication
230107356,2.30345E+11,2503,1995-10-26,86.36,57.96,,yes,23,34,57,P,21,38,59,P,23,45,68,P,21,29,50,P,32,33,65,P,19,36,55,P,17,31,48,P,22,33,55,P,457,57.125,C,Pass,B,C,,,55.0,No,Computer
221203134,2.30345E+11,2542,1999-06-05,62.4,70.9,,yes,24,38,62,P,31,39,70,P,22,34,56,P,18,47,65,P,30,39,69,P,28,46,74,P,21,40,61,P,25,38,63,P,520,65.0,B,Pass,C,C,,,70.24,No,Mechanical
230106577,2.30345E+11,1992,1998-04-04,88.4,81.4,,no,23,37,60,P,21,32,53,P,22,33,55,P,19,46,65,P,31,37,68,P,22,36,58,P,21,46,67,P,21,44,65,P,491,61.375,B,Pass,A,B,RBHU Analytics,,84.55,Yes,Electrical
230107161,2.30345E+11,814,1999-12-17,94.8,66.89,,no,34,53,87,P,31,48,79,P,28,52,80,P,35,57,92,P,29,51,80,P,31,53,84,P,29,44,73,P,33,52,85,P,660,82.5,A,Pass,A+,A+,collinson Group,,78.62,Yes,Electrical
221204727,2.30345E+11,2646,2000-09-26,86.4,71.62,,yes,25,36,61,P,26,49,75,P,23,47,70,P,19,43,62,P,27,42,69,P,23,47,70,P,21,40,61,P,22,36,58,P,526,65.75,B,Pass,A,A,,,72.77,No,Mechanical
230103336,2.30345E+11,1996,1996-10-10,80.0,64.22,,no,30,40,70,P,25,44,69,P,23,39,62,P,22,45,67,P,33,42,75,P,25,52,77,P,23,28,51,P,27,34,61,P,532,66.5,B,Pass,A,C,Learning Mate,,74.15,Yes,Mechanical
221204317,2.30345E+11,1283,1997-03-03,69.0,62.27,,no,25,34,59,P,21,42,63,P,25,48,73,P,21,43,64,P,28,43,71,P,19,44,63,P,25,32,57,P,17,36,53,P,503,62.875,B,Pass,B,B,RBHU Analytics,,60.2,Yes,Civil
230102377,2.30345E+11,2678,2000-12-02,90.0,70.63,,no,22,41,63,P,31,40,71,P,26,40,66,P,21,42,63,P,33,48,81,P,23,52,75,P,21,31,52,P,24,44,68,P,539,67.375,B,Pass,B,B,Yash Technologies,,68.62,Yes,Electronics and Telecommunication
221200661,2.30345E+11,910,2000-01-04,91.2,78.62,,no,26,51,77,P,26,36,62,P,25,39,64,P,28,50,78,P,32,44,76,P,25,55,80,P,18,36,54,P,25,40,65,P,556,69.5,B,Pass,B,A,Motifworks Motifworks India Private Limited,,80.24,Yes,Mechanical
221207273,2.30345E+11,2422,2000-09-26,78.2,69.69,,yes,24,35,59,P,21,33,54,P,22,46,68,P,22,50,72,P,25,35,60,P,21,29,50,P,22,42,64,P,20,40,60,P,487,60.875,B,Pass,C,B,,,63.85,No,Other
221206677,2.30345E+11,2340,1999-12-01,89.2,84.51,87.4,yes,19,42,61,P,29,33,62,P,23,40,63,P,21,50,71,P,31,51,82,P,23,41,64,P,19,33,52,P,23,50,73,P,528,66.0,B,Pass,A,B,,,73.23,No,Mathematics
221202200,2.30345E+11,2106,1997-05-19,90.2,64.0,,no,24,41,65,P,30,47,77,P,18,38,56,P,23,51,74,P,31,41,72,P,26,42,68,P,19,30,49,P,20,37,57,P,518,64.75,B,Pass,C,B,Bristlecone,,73.84,Yes,Mechanical
221201427,2.30345E+11,2129,1999-05-06,74.0,71.31,,no,22,29,51,P,24,25,49,P,20,34,54,P,18,30,48,P,18,26,44,P,26,24,50,P,22,25,47,P,21,31,52,P,395,49.375,D,Pass,A,C,,,63.0,No,Civil
230109093,2.30345E+11,2190,1997-04-16,83.09,69.96,,yes,16,37,53,P,22,30,52,P,16,41,57,P,18,43,61,P,26,36,62,P,16,37,53,P,16,50,66,P,21,49,70,P,474,59.25,C,Pass,C,C,Living Things,,63.54,Yes,Mechanical
221206985,2.30345E+11,2214,2000-04-18,76.6,87.3,,no,20,33,53,P,24,44,68,P,21,33,54,P,23,30,53,P,25,28,53,P,23,31,54,P,22,30,52,P,25,35,60,P,447,55.875,C,Pass,C,A,,,70.18,No,Mechanical
221205826,2.30345E+11,2372,1994-09-15,97.27,61.2,,no,23,43,66,P,27,33,60,P,26,40,66,P,24,44,68,P,29,40,69,P,20,45,65,P,18,38,56,P,23,37,60,P,510,63.75,B,Pass,B,A,NeoSoft,,69.83,Yes,Mechanical
230107491,2.30345E+11,2035,1994-12-15,89.09,60.0,,yes,25,36,61,P,22,39,61,P,23,48,71,P,18,36,54,P,27,34,61,P,24,46,70,P,22,42,64,P,19,35,54,P,496,62.0,B,Pass,A,C,,,66.5,No,Civil
221204629,2.30345E+11,1148,1998-05-24,62.7,69.7,,no,26,40,66,P,24,41,65,P,25,44,69,P,22,42,64,P,28,47,75,P,17,47,64,P,22,37,59,P,21,38,59,P,521,65.125,B,Pass,A,B,API Holdings : Digital Healthcare,,53.85,Yes,Mechanical
221206410,2.30345E+11,2577,1998-11-22,80.0,69.44,,no,27,45,72,P,32,51,83,P,30,48,78,P,28,51,79,P,31,48,79,P,27,48,75,P,22,42,64,P,32,47,79,P,609,76.125,A,Pass,A,A,Yash Technologies,,66.77,Yes,Computer
221202049,2.30345E+11,2635,1997-04-04,69.27,80.9,,yes,22,38,60,P,19,36,55,P,16,40,56,P,16,43,59,P,26,28,54,P,19,28,47,P,17,28,45,P,23,36,59,P,435,54.375,C,Pass,C,B,,,56.46,No,Mechanical
221205236,2.30345E+11,2493,1996-11-21,78.2,57.8,,no,25,44,69,P,26,49,75,P,22,51,73,P,19,43,62,P,32,47,79,P,27,48,75,P,24,41,65,P,25,35,60,P,558,69.75,B,Pass,A,A,RBHU Analytics,,71.4,Yes,Computer
221202962,2.30345E+11,2472,1992-10-09,72.92,57.6,,yes,18,32,50,P,23,27,50,P,19,30,49,P,16,35,51,P,28,37,65,P,18,44,62,P,20,32,52,P,19,36,55,P,434,54.25,C,Pass,B,C,,,53.33,No,Electrical
221200410,2.30345E+11,1115,2000-03-04,93.4,76.93,84.125,no,27,55,82,P,27,50,77,P,26,51,77,P,29,57,86,P,28,53,81,P,26,55,81,P,22,42,64,P,26,47,73,P,621,77.625,A,Pass,A+,A,collinson Group,,80.8,Yes,Other
221201200,2.30345E+11,1802,2000-06-07,75.0,81.23,,yes,21,30,51,P,23,32,55,P,20,29,49,P,20,32,52,P,25,31,56,P,25,38,63,P,20,27,47,P,25,32,57,P,430,53.75,C,Pass,B,B,,,63.65,No,Civil
230108067,2.30345E+11,2657,1998-11-26,80.8,67.57,,no,17,30,47,P,21,39,60,P,17,29,46,P,16,33,49,P,24,30,54,P,23,29,52,P,24,25,49,P,18,32,50,P,407,50.875,C,Pass,C,C,RBHU Analytics,,69.09,Yes,Mechanical
221204616,2.30345E+11,2367,1995-11-16,84.0,59.0,,no,23,32,55,P,26,45,71,P,25,37,62,P,19,46,65,P,26,44,70,P,21,44,65,P,20,40,60,P,26,43,69,P,517,64.625,B,Pass,A,B,Learning Mate,,56.0,Yes,Civil
221201392,2.30345E+11,2064,2000-05-28,88.0,78.69,,no,31,44,75,P,32,52,84,P,23,51,74,P,27,53,80,P,30,49,79,P,29,45,74,P,22,35,57,P,27,43,70,P,593,74.125,A,Pass,A+,A,Square Yards,,81.0,Yes,Computer
221207382,2.30345E+11,1881,2000-10-08,93.4,79.0,,yes,29,34,63,P,26,32,58,P,20,41,61,P,25,41,66,P,26,39,65,P,22,55,77,P,18,35,53,P,26,38,64,P,507,63.375,B,Pass,B,C,USF BANK,,77.85,Yes,Electrical
230107830,2.30345E+11,1952,1999-03-03,80.6,73.7,,no,27,38,65,P,31,51,82,P,27,47,74,P,20,50,70,P,31,45,76,P,27,55,82,P,24,33,57,P,22,45,67,P,573,71.625,A,Pass,A,B,Bajaj Finserv,,55.23,Yes,Electrical
230105518,2.30345E+11,1758,1997-11-22,77.6,57.47,,yes,27,32,59,P,28,44,72,P,25,47,72,P,20,51,71,P,30,46,76,P,27,51,78,P,20,33,53,P,21,36,57,P,538,67.25,B,Pass,B,B,Learning Mate,,60.46,Yes,Mechanical
221201874,2.30345E+11,2439,1998-04-10,90.0,79.0,,yes,29,42,71,P,29,28,57,P,26,44,70,P,16,45,61,P,30,43,73,P,26,57,83,P,23,31,54,P,22,43,65,P,534,66.75,B,Pass,C,C,Bajaj Finserv,,65.47,Yes,Electronics and Telecommunication
230106330,2.30345E+11,1119,1998-08-15,87.5,76.0,85.0,no,25,46,71,P,24,38,62,P,25,46,71,P,21,42,63,P,31,46,77,P,22,36,58,P,24,30,54,P,24,40,64,P,520,65.0,B,Pass,A,B,Yash Technologies,,81.54,Yes,Computer
221200074,2.30345E+11,2589,2001-03-14,78.2,82.36,,no,30,46,76,P,30,53,83,P,26,51,77,P,16,44,60,P,29,50,79,P,25,53,78,P,24,45,69,P,26,42,68,P,590,73.75,A,Pass,A,A,RBHU,,66.91,Yes,Mechanical
230107188,2.30345E+11,1692,1998-05-27,65.8,69.55,73.95,yes,21,35,56,P,27,43,70,P,21,40,61,P,16,27,43,P,27,43,70,P,17,36,53,P,17,28,45,P,16,30,46,P,444,55.5,C,Pass,C,B,Learning Mate,,49.08,Yes,Computer
221204167,2.30345E+11,2319,1997-01-29,70.0,59.62,,yes,20,45,65,P,23,32,55,P,25,30,55,P,16,27,43,P,29,40,69,P,26,42,68,P,21,29,50,P,25,37,62,P,467,58.375,C,Pass,C,B,,,56.47,No,Electronics and Telecommunication
230100621,2.30345E+11,2082,1999-04-07,91.2,73.38,,no,24,32,56,P,25,45,70,P,24,45,69,P,17,55,72,P,26,39,65,P,24,47,71,P,23,43,66,P,25,39,64,P,533,66.625,B,Pass,A,B,CDAC KOLKATA,,79.23,Yes,Computer
230104532,2.30345E+11,617,1998-06-17,90.55,67.0,,no,29,52,81,P,30,54,84,P,27,53,80,P,28,54,82,P,33,54,87,P,25,60,85,P,29,52,81,P,28,56,84,P,664,83.0,A,Pass,A+,A,collinson Group,,69.69,Yes,Mechanical
221200041,2.30345E+11,401,2000-06-17,91.6,80.37,,yes,32,56,88,P,29,50,79,P,26,52,78,P,29,55,84,P,33,57,90,P,31,58,89,P,27,45,72,P,23,51,74,P,654,81.75,A,Pass,A+,A+,collinson Group,,79.54,Yes,Mechanical
230602460,2.30945E+11,2577,1995-05-20,84.36,70.06,,yes,33,34,67,P,22,28,50,P,22,30,52,P,16,29,45,P,31,36,67,P,22,29,51,P,27,45,72,P,23,43,66,P,470,58.75,C,Pass,A+,A,,,53.67,No,Computer
230606037,2.30945E+11,1745,1996-07-18,85.0,64.14,,no,29,43,72,P,19,38,57,P,30,45,75,P,16,42,58,P,27,47,74,P,26,38,64,P,23,33,56,P,22,44,66,P,522,65.25,B,Pass,A,A,collinson,,76.0,Yes,Electronics and Telecommunication
230703947,2.30945E+11,2833,1999-12-23,85.8,80.0,,yes,29,36,65,P,24,51,75,P,22,47,69,P,16,36,52,P,27,38,65,P,24,29,53,P,23,31,54,P,20,33,53,P,486,60.75,B,Pass,C,A+,,,82.0,No,Computer
230609890,2.30945E+11,2022,2000-07-02,94.0,86.3,,no,32,37,69,P,24,54,78,P,24,47,71,P,18,46,64,P,25,41,66,P,30,34,64,P,25,36,61,P,16,46,62,P,535,66.875,B,Pass,B,A,Treadbinary,,74.0,Yes,Computer
230609730,2.30945E+11,2729,2001-04-29,86.0,83.0,,yes,A,0,0,F,A,41,41,F,A,0,0,F,A,18,18,F,A,0,0,F,A,0,0,F,A,0,0,F,A,0,0,F,59,7.375,F,Fail,AB,AB,,,60.0,No,Computer
230701126,2.30945E+11,2672,2001-12-10,91.2,72.7,,no,31,32,63,P,18,38,56,P,28,50,78,P,18,39,57,P,25,34,59,P,29,30,59,P,25,28,53,P,24,33,57,P,482,60.25,B,Pass,C,D,Self Placed,,63.23,Yes,Electronics and Telecommunication
230600418,2.30945E+11,Other,2001-08-11,87.6,8037.0,,no,37,39,76,P,22,48,70,P,30,46,76,P,17,55,72,P,34,50,84,P,29,32,61,P,26,43,69,P,20,48,68,P,576,72.0,A,Pass,A+,C,Contractpodai,,81.4,Yes,Computer
230605032,2.30945E+11,2094,1998-01-28,77.9,70.09,,yes,27,29,56,P,18,38,56,P,28,37,65,P,22,30,52,P,27,36,63,P,24,28,52,P,28,31,59,P,20,27,47,P,450,56.25,C,Pass,C,B,,,67.4,No,Computer
230609477,2.30945E+11,1025,2000-06-11,88.0,82.81,84.3,no,31,46,77,P,21,41,62,P,24,44,68,P,22,58,80,P,33,36,69,P,27,36,63,P,22,33,55,P,21,48,69,P,543,67.875,B,Pass,A,A,Atrina tech (self placed),,75.69,Yes,Other
230602427,2.30945E+11,1765,1996-10-03,83.6,60.0,,yes,31,33,64,P,20,41,61,P,25,50,75,P,17,37,54,P,33,42,75,P,28,28,56,P,28,38,66,P,23,32,55,P,506,63.25,B,Pass,B,A,,,57.0,No,Mechanical
230701131,2.30945E+11,Other,2000-06-06,91.0,81.9,,no,31,52,83,P,24,43,67,P,26,55,81,P,19,52,71,P,34,52,86,P,32,40,72,P,28,50,78,P,24,49,73,P,611,76.375,A,Pass,A+,A,SmartAvya Analytica  Solutions,,71.08,Yes,Computer
230614323,2.30945E+11,2610,1999-02-20,91.2,74.0,,yes,32,35,67,P,21,50,71,P,30,35,65,P,16,49,65,P,30,48,78,P,30,33,63,P,24,43,67,P,22,44,66,P,542,67.75,B,Pass,B,C,,,75.0,No,Computer
230611471,2.30945E+11,3002,2000-02-15,95.0,82.8,,no,34,38,72,P,16,46,62,P,24,47,71,P,18,37,55,P,35,34,69,P,29,36,65,P,26,40,66,P,28,43,71,P,531,66.375,B,Pass,A+,A,CDAC Mumbai,,81.8,Yes,Electronics and Telecommunication
230606729,2.30945E+11,2582,2001-06-14,74.4,80.54,,no,33,40,73,P,23,55,78,P,30,55,85,P,24,47,71,P,34,50,84,P,28,34,62,P,28,50,78,P,24,45,69,P,600,75.0,A,Pass,A,A+,RBHU,,70.6,Yes,Computer
230600348,2.30945E+11,3001,1998-06-12,93.4,64.58,,yes,31,34,65,P,20,42,62,P,23,45,68,P,16,48,64,P,30,43,73,P,26,32,58,P,21,40,61,P,19,47,66,P,517,64.625,B,Pass,A+,A,RBHU,,73.85,Yes,Mechanical
230610046,2.30945E+11,2542,1999-11-22,83.6,72.96,,yes,31,36,67,P,18,43,61,P,27,53,80,P,18,39,57,P,33,48,81,P,29,53,82,P,24,47,71,P,21,39,60,P,559,69.875,B,Pass,B,D,RBHU,,62.2,Yes,Computer
230601376,2.30945E+11,Other,2001-03-10,65.0,70.0,,yes,31,24,55,P,19,29,48,P,26,37,63,P,16,42,58,P,32,41,73,P,23,27,50,P,18,37,55,P,19,24,43,P,445,55.625,C,Pass,B,B,Sanver India,,75.0,Yes,Computer
230609765,2.30945E+11,3143,2001-01-06,89.0,81.3,,no,33,27,60,P,22,42,64,P,32,43,75,P,19,40,59,P,32,35,67,P,28,26,54,P,25,33,58,P,22,28,50,P,487,60.875,B,Pass,B,C,CDAC Kolkata,,63.54,Yes,Computer
230604657,2.30945E+11,2008,2000-02-29,81.0,65.52,,yes,27,35,62,P,16,39,55,P,29,39,68,P,17,28,45,P,28,33,61,P,29,24,53,P,25,29,54,P,23,31,54,P,452,56.5,C,Pass,B,A,,,68.0,No,Mechanical
230610845,2.30945E+11,1592,1994-12-27,85.27,,,no,35,32,67,P,28,46,74,P,29,40,69,P,20,35,55,P,30,35,65,P,31,38,69,P,26,42,68,P,21,30,51,P,518,64.75,B,Pass,B,D,,,70.5,No,Electronics and Telecommunication
230606312,2.30945E+11,2123,2000-08-11,78.8,74.4,,no,34,32,66,P,20,40,60,P,30,49,79,P,20,45,65,P,30,45,75,P,30,28,58,P,28,33,61,P,21,35,56,P,520,65.0,B,Pass,B,C,Loyalty Rewardz,,63.85,Yes,Mechanical
230702906,2.30945E+11,2499,1999-03-15,77.9,78.56,,no,32,27,59,P,21,36,57,P,27,31,58,P,16,37,53,P,31,38,69,P,29,36,65,P,23,32,55,P,26,41,67,P,483,60.375,B,Pass,B,C,,,57.4,No,Other
230704666,2.30945E+11,2112,1998-10-26,78.8,76.76,86.9,yes,34,34,68,P,24,53,77,P,24,39,63,P,19,40,59,P,27,43,70,P,30,36,66,P,25,41,66,P,19,40,59,P,528,66.0,B,Pass,A,B,,,59.08,No,Computer
230705026,2.30945E+11,2006,2000-07-02,77.8,66.01,,yes,21,6,27,F,16,3,19,F,19,4,23,F,10,17,27,F,23,6,29,F,21,4,25,F,16,11,27,F,19,14,33,F,210,26.25,F,Fail,C,C,,,51.38,No,Civil
230608117,2.30945E+11,2819,2001-06-09,82.0,,,no,32,44,76,P,20,42,62,P,30,54,84,P,16,40,56,P,26,45,71,P,31,30,61,P,18,39,57,P,25,44,69,P,536,67.0,B,Pass,B,C,BlueMeteor,,65.8,Yes,Computer
230603057,2.30945E+11,2789,2000-05-16,95.0,80.47,,yes,32,44,76,P,21,44,65,P,28,40,68,P,17,45,62,P,29,46,75,P,32,41,73,P,27,46,73,P,25,56,81,P,573,71.625,A,Pass,C,A,RBHU,,79.28,Yes,Computer
230603450,2.30945E+11,2896,2001-10-22,81.4,71.42,75.52,no,27,27,54,P,21,47,68,P,27,44,71,P,23,44,67,P,30,46,76,P,28,49,77,P,26,43,69,P,23,34,57,P,539,67.375,B,Pass,C,A,Treadbinary,,54.46,Yes,Other
230604012,2.30945E+11,2288,1998-03-02,86.4,63.55,,no,34,28,62,P,26,40,66,P,28,28,56,P,18,31,49,P,33,27,60,P,33,36,69,P,29,28,57,P,23,27,50,P,469,58.625,C,Pass,A,A,Collinson,,67.54,Yes,Mechanical
230604231,2.30945E+11,1855,2000-09-04,95.4,81.15,80.79,no,29,50,79,P,28,55,83,P,25,57,82,P,20,57,77,P,32,52,84,P,27,39,66,P,18,49,67,P,22,44,66,P,604,75.5,A,Pass,B,A+,Infarsight,,88.15,Yes,Other
230701566,2.30945E+11,2800,1999-09-22,90.4,67.6,,yes,29,27,56,P,25,41,66,P,24,49,73,P,18,47,65,P,24,43,67,P,24,27,51,P,21,32,53,P,23,43,66,P,497,62.125,B,Pass,B,D,RBHU,,70.0,Yes,Civil
230700620,2.30945E+11,1386,1992-12-03,67.84,63.46,,yes,25,27,52,P,16,28,44,P,22,25,47,P,16,27,43,P,29,29,58,P,21,24,45,P,19,24,43,P,17,38,55,P,387,48.375,D,Pass,C,B,,,50.85,No,Other
230701000,2.30945E+11,1972,2000-10-03,67.6,62.98,,yes,26,24,50,P,16,34,50,P,23,27,50,P,16,25,41,P,28,25,53,P,27,24,51,P,25,24,49,P,16,27,43,P,387,48.375,D,Pass,C,D,,,55.69,No,Electronics and Telecommunication
230615130,2.30945E+11,2960,2000-09-05,93.4,61.2,80.0,no,30,28,58,P,18,34,52,P,29,40,69,P,21,50,71,P,29,37,66,P,27,26,53,P,23,27,50,P,25,33,58,P,477,59.625,C,Pass,C,C,TreadBinary,,63.85,Yes,Computer
230600988,2.30945E+11,2342,2001-10-16,86.8,75.6,,no,30,42,72,P,17,37,54,P,27,58,85,P,16,37,53,P,29,46,75,P,26,53,79,P,23,44,67,P,21,43,64,P,549,68.625,B,Pass,A,A,self placed in Digivate labs Private Limited,,78.3,Yes,Computer
230610372,2.30945E+11,3087,1997-05-17,86.6,67.54,,yes,31,33,64,P,23,44,67,P,27,31,58,P,17,28,45,P,30,41,71,P,25,30,55,P,23,35,58,P,16,36,52,P,470,58.75,C,Pass,C,A,,,74.31,No,Mechanical
230700664,2.30945E+11,3188,2001-08-02,89.0,70.5,,no,33,24,57,P,17,24,41,P,25,26,51,P,20,31,51,P,31,30,61,P,29,24,53,P,27,43,70,P,25,27,52,P,436,54.5,C,Pass,B,C,,,64.15,No,Computer
230601217,2.30945E+11,2674,1996-07-14,89.64,58.79,,yes,32,29,61,P,21,50,71,P,25,53,78,P,16,39,55,P,29,44,73,P,30,28,58,P,24,41,65,P,20,34,54,P,515,64.375,B,Pass,A,C,Loyalty Rewardz,,64.59,Yes,Electrical
230609228,2.30945E+11,Other,1999-12-12,91.0,78.93,,no,35,39,74,P,22,59,81,P,32,54,86,P,20,50,70,P,36,50,86,P,27,33,60,P,28,48,76,P,26,48,74,P,607,75.875,A,Pass,A,A+,Infinite Computer Soltions,,92.31,Yes,Electronics and Telecommunication
230602141,2.30945E+11,3211,1998-05-06,73.0,68.78,,yes,29,25,54,P,16,24,40,P,24,35,59,P,16,28,44,P,30,26,56,P,23,24,47,P,18,29,47,P,25,27,52,P,399,49.875,D,Pass,A+,A,RBL Bank,,54.12,Yes,Mechanical
230604165,2.30945E+11,3091,1988-09-05,61.6,62.62,,no,28,26,54,P,19,25,44,P,27,36,63,P,22,44,66,P,31,38,69,P,28,31,59,P,23,35,58,P,21,35,56,P,469,58.625,C,Pass,C,B,,,52.2,No,Civil
230608115,2.30945E+11,2158,2000-02-20,78.6,75.0,,no,33,25,58,P,24,28,52,P,24,30,54,P,16,30,46,P,24,27,51,P,29,24,53,P,18,24,42,P,20,24,44,P,400,50.0,C,Pass,C,B,,,65.6,No,Computer
230700616,2.30945E+11,329,2001-08-06,89.0,87.25,,yes,33,33,66,P,28,59,87,P,28,57,85,P,18,42,60,P,33,50,83,P,31,43,74,P,28,44,72,P,24,47,71,P,598,74.75,A,Pass,A,A,Morningstar,,93.77,Yes,Computer
230604347,2.30945E+11,3224,2001-10-27,71.2,83.0,,no,34,48,82,P,27,50,77,P,32,58,90,P,19,45,64,P,31,47,78,P,28,35,63,P,22,51,73,P,22,39,61,P,588,73.5,A,Pass,C,C,SmartAvya Analytica  Solutions,,77.2,Yes,Computer
230606568,2.30945E+11,3104,1999-08-26,81.6,70.69,,no,32,33,65,P,20,46,66,P,30,56,86,P,20,54,74,P,32,49,81,P,30,39,69,P,29,42,71,P,25,43,68,P,580,72.5,A,Pass,A+,A+,Morningstar,,75.08,Yes,Mechanical
230602366,2.30945E+11,1629,2001-12-20,76.8,72.41,,yes,32,46,78,P,27,50,77,P,32,59,91,P,20,38,58,P,34,48,82,P,30,38,68,P,23,47,70,P,27,54,81,P,605,75.625,A,Pass,A,A,MorningStar,,68.31,Yes,Computer
230607352,2.30945E+11,1985,2001-03-30,90.0,87.0,,no,31,55,86,P,29,58,87,P,31,58,89,P,25,57,82,P,29,55,84,P,33,49,82,P,28,58,86,P,28,47,75,P,671,83.875,A,Pass,A+,A+,Collinson,,79.6,Yes,Mechanical
230701693,2.30945E+11,2230,1999-09-02,84.0,83.84,,yes,32,49,81,P,26,53,79,P,25,47,72,P,18,46,64,P,33,50,83,P,29,35,64,P,24,37,61,P,26,50,76,P,580,72.5,A,Pass,C,B,SmartAvya Analytica  Solutions,,54.46,Yes,Chemical
230610919,2.30945E+11,3008,1995-02-26,86.18,60.26,73.97,no,31,24,55,P,22,32,54,P,22,24,46,P,18,29,47,P,29,25,54,P,20,24,44,P,23,24,47,P,16,25,41,P,388,48.5,D,Pass,B,C,,,64.33,No,Mechanical
